Name,rating,image.started,image.stopped,participant,date,expName,psychopyVersion,frameRate,
AF31.jpg,6.0,139.5142324999906,145.59185538000892,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF139.jpg,3.0,145.5932596999919,148.0084192800219,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1846.jpg,7.0,148.00844459998189,152.2751808800036,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF564.jpg,4.0,152.2750613000244,154.90841037997743,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1233.jpg,7.0,154.90834840002935,157.0917376799858,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF739.jpg,4.0,157.09303819999332,160.02516938003245,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1835.jpg,5.0,160.0297894999967,162.8084018799942,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF959.jpg,7.0,162.81192210002337,165.44171127999434,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF252.jpg,3.0,165.44170710002072,168.34171617999672,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1670.jpg,4.0,168.34169189998647,170.7250878800056,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF863.jpg,4.0,170.72498460003408,174.40842398002277,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF923.jpg,4.0,174.40832570003113,177.8253861799836,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1404.jpg,3.0,177.82532639999408,179.84173937999876,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1643.jpg,7.0,179.84161950001726,182.24169338002102,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1207.jpg,7.0,182.2453370000003,185.1250600799918,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF974.jpg,3.0,185.12843939999584,190.04172897998941,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF431.jpg,7.0,190.0427139000385,193.2584016800043,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF2002.jpg,3.0,193.2675554000307,196.00821848000632,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1036.jpg,3.0,196.01289120002184,201.8083811800112,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF722.jpg,5.0,201.81313409999711,204.37482147997943,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF42.jpg,2.0,204.37470520002535,206.6749334800057,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1600.jpg,2.0,206.67488690000027,208.82502588003408,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF967.jpg,7.0,208.8280885000131,211.225022680033,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1532.jpg,7.0,211.22507700003916,214.79165957998484,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1473.jpg,3.0,214.79338490002556,216.74175288000842,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1929.jpg,7.0,216.74166470003547,220.75825288003543,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1234.jpg,3.0,220.75817300000926,224.20820168000645,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1567.jpg,7.0,224.20830180001212,226.74160298003116,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF266.jpg,2.0,226.74149290000787,229.04158018002053,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1987.jpg,1.0,229.0483028999879,230.75823267999803,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1296.jpg,2.0,230.75808739999775,232.49157557999715,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
AF1637.jpg,5.0,232.49149709998164,234.54157008000183,1,2022-12-27-2049,VBDM,2021.2.0,59.72170879672662,
