Trial,CorrectAns,choice,RT,Correct,key.started,key.stopped,participant,date,expName,psychopyVersion,frameRate,
1_AF1656_AF1006,left,left,2.579294499999378,1,2877.513584600005,2880.182656649966,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF1296_AF1499,right,right,3.731760299997404,1,2882.1807383999694,2885.999618550006,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
3_AF867_AF1816,right,right,1.4542705999920145,1,2887.9981043000007,2889.516048349964,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1643_AF1811,left,right,2.086027599987574,0,2891.514728499984,2893.749293049972,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF395_AF1171,right,right,1.2652701999759302,1,2895.7471071999753,2897.082438149955,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1501_AF1884,left,left,1.195943599974271,1,2899.079682099982,2900.3658701499808,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
4_AF1297_AF1789,left,left,1.0997462999657728,1,2902.363563799998,2903.532598849968,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1669_AF1712,left,left,0.9550094999722205,1,2905.5308058999944,2906.5993213499896,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1205_AF962,left,left,1.5464971999754198,1,2908.599072299956,2910.2324336500023,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF244_AF959,right,right,1.3291516000172123,1,2912.2294254999724,2913.716031249962,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
4_AF1197_AF2004,left,left,1.118708299996797,1,2915.717750199954,2916.9659339499776,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1656_AF355,left,left,1.6543110000202432,1,2918.9632626000093,2920.749665749958,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF2008_AF722,left,left,3.0807747000362724,1,2922.762600999966,2925.9328566499753,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1689_AF565,right,left,1.061231100000441,0,2927.932807300007,2929.0996661499958,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF2003_AF600,right,right,2.3097186000086367,1,2931.0995653999853,2933.5823804499814,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1712_AF1532,right,right,1.265409699990414,1,2935.580646999995,2936.9658614500077,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF2011_AF867,left,left,2.2454287000000477,1,2938.966222499963,2941.316111549968,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF1312_AF959,left,left,2.1718342999811284,1,2943.3145158999832,2945.5990726499585,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF1812_AF1203,right,right,0.910867300000973,1,2947.5978630000027,2948.649294450006,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
3_AF1684_AF1712,left,left,1.0723001000005752,1,2950.6473071000073,2951.832385949965,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
3_AF470_AF1816,right,right,1.6549713000422344,1,2953.8304558999953,2955.6324020499596,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF1162_AF324,left,left,1.9725820999592543,1,2957.629520599963,2959.7324340500054,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF2011_AF1064,right,left,3.1645607000100426,0,2961.7326364999753,2964.9825300499797,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
3_AF1207_AF1569,left,left,1.2983133000088856,1,2966.9806774999597,2968.399199449981,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF1006_AF1720,right,right,1.5656272000051104,1,2970.3956904999795,2972.049086849962,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1576_AF1669,right,right,1.1023960000020452,1,2974.0458712999825,2975.2489311500103,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF1362_AF1336,left,left,1.1368316999869421,1,2977.245843999961,2978.4821418499923,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1371_AF1675,right,right,0.9340462000109255,1,2980.47854739998,2981.5324211499537,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1714_AF1532,left,left,0.7283706999733113,1,2983.531775199983,2984.4325499499682,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF491_AF2009,left,left,1.7303447999875061,1,2986.430527199991,2988.315688450006,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1434_AF1955,left,left,1.4176049000234343,1,2990.314682599972,2991.8824136499898,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
3_AF1207_AF569,left,left,0.8960454999469221,1,2993.8800927999546,2994.8990524499677,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
1_AF1929_AF1527,left,left,0.775760899996385,1,2996.89663209999,2997.7824697499746,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
2_AF1419_AF1501,right,right,1.1401886999956332,1,2999.7801541999797,3001.0325083499774,1,2022-12-27-2111,VBDM,2021.2.0,60.02563095790019,
